(41914, 0, 0, 0, 0, -50, 26, 10)
(41964, 0, 0, 0, 255, -50, 26, 10)
(42014, 0, 0, 0, 255, -50, 26, 10)
(42064, 0, 0, 0, 255, -50, 26, 10)
(42114, 0, 0, 0, 255, -50, 26, 10)
(42164, 0, 0, 0, 255, -50, 26, 10)
(42214, 0, 0, 0, 255, -50, 26, 10)
(42264, 0, 0, 0, 255, -50, 26, 10)
(42314, 0, 0, 0, 255, -50, 26, 10)
(42364, 0, 0, 0, 255, -50, 26, 10)
(42414, 0, 0, 0, 255, -50, 26, 10)
(42464, 0, 0, 0, 255, -50, 26, 10)
(42514, 0, 0, 0, 255, -50, 26, 10)
(42564, 0, 0, 0, 255, -50, 26, 10)
(42614, 0, 0, 0, 255, -50, 26, 10)
(42664, 0, 0, 0, 255, -50, 26, 10)
(42714, 0, 0, 0, 255, -50, 26, 10)
(42764, 0, 0, 0, 255, -50, 26, 10)
(42814, 0, 0, 0, 255, -50, 26, 10)
(42864, 0, 0, 0, 255, -50, 26, 10)
(42914, 0, 0, 0, 255, -50, 26, 10)
(42964, 0, 0, 0, 255, -50, 26, 10)
(43014, 0, 0, 0, 255, -50, 26, 10)
(43064, 0, 0, 0, 255, -50, 26, 10)
(43114, 0, 0, 0, 255, -50, 26, 10)
(43164, 0, 0, 0, 255, -50, 26, 10)
(43214, 0, 0, 0, 255, -50, 26, 10)
(43264, 0, 0, 0, 255, -50, 26, 10)
(43314, 0, 0, 0, 255, -50, 26, 10)
(43364, 0, 0, 0, 255, -50, 26, 10)
(43414, 0, 0, 0, 255, -50, 26, 10)
(43464, 0, 0, 0, 255, -50, 26, 10)
(43514, 0, 0, 0, 255, -50, 26, 10)
(43564, 0, 0, 0, 255, -50, 26, 10)
(43614, 0, 0, 0, 255, -50, 26, 10)
(43664, 0, 0, 0, 255, -50, 26, 10)
(43714, 0, 0, 0, 255, -50, 26, 10)
(43764, 0, 0, 0, 255, -50, 26, 10)
(43814, 0, 0, 0, 255, -50, 26, 10)
(43864, 0, 0, 0, 255, -50, 26, 10)
(43914, 0, 0, 0, 255, -50, 26, 10)
(43964, 0, 0, 0, 255, -50, 26, 10)
(44014, 0, 0, 0, 255, -50, 26, 10)
(44064, 0, 0, 0, 255, -50, 26, 10)
(44114, 0, 0, 0, 255, -50, 26, 10)
(44164, 0, 0, 0, 255, -50, 26, 10)
(44214, 0, 0, 0, 255, -50, 26, 10)
(44264, 0, 0, 0, 255, -50, 26, 10)
(44314, 0, 0, 0, 255, -50, 26, 10)
(44364, 0, 0, 0, 255, -50, 26, 10)
(44414, 0, 0, 0, 255, -50, 26, 10)
(44464, 0, 0, 0, 255, -50, 26, 10)
(44514, 0, 0, 0, 255, -50, 26, 10)
(44564, 0, 0, 0, 255, -50, 26, 10)
(44614, 0, 0, 0, 255, -50, 26, 10)
(44664, 0, 0, 0, 255, -50, 26, 10)
(44714, 0, 0, 0, 255, -50, 26, 10)
(44764, 0, 0, 0, 255, -50, 26, 10)
(44814, 0, 0, 0, 255, -50, 26, 10)
(44864, 0, 0, 0, 255, -50, 26, 10)
(44914, 0, 0, 0, 255, -50, 26, 10)
(44964, 0, 0, 0, 255, -50, 26, 10)
(45014, 0, 0, 0, 255, -50, 26, 10)
(45064, 0, 0, 0, 255, -50, 26, 10)
(45114, 0, 0, 0, 255, -50, 26, 10)
(45164, 0, 0, 0, 255, -50, 26, 10)
(45214, 0, 0, 0, 255, -50, 26, 10)
(45264, 0, 0, 0, 255, -50, 26, 10)
(45314, 0, 0, 0, 255, -50, 26, 10)
(45364, 0, 0, 0, 255, -50, 26, 10)
(45414, 0, 0, 0, 255, -50, 26, 10)
(45464, 0, 0, 0, 255, -50, 26, 10)
(45514, 0, 0, 0, 255, -50, 26, 10)
(45564, 0, 0, 0, 255, -50, 26, 10)
(45614, 0, 0, 0, 255, -50, 26, 10)
(45664, 0, 0, 0, 255, -50, 26, 10)
(45714, 0, 0, 0, 255, -50, 26, 10)
(45764, 0, 0, 0, 255, -50, 26, 10)
(45814, 0, 0, 0, 255, -50, 26, 10)
(45864, 0, 0, 0, 255, -50, 26, 10)
(45914, 0, 0, 0, 255, -50, 26, 10)
(45964, 0, 0, 0, 255, -50, 26, 10)
(46014, 0, 0, 0, 255, -50, 26, 10)
(46064, 0, 0, 0, 255, -50, 26, 10)
(46114, 0, 0, 0, 255, -50, 26, 10)
(46164, 0, 0, 0, 255, -50, 26, 10)
(46214, 0, 0, 0, 255, -50, 26, 10)
(46264, 0, 0, 0, 255, -50, 26, 10)
(46314, 0, 0, 0, 255, -50, 26, 10)
(46364, 0, 0, 0, 255, -50, 26, 10)
(46414, 0, 0, 0, 255, -50, 26, 10)
(46464, 0, 0, 0, 255, -50, 26, 10)
(46514, 0, 0, 0, 255, -50, 26, 10)
(46564, 0, 0, 0, 255, -50, 26, 10)
(46614, 0, 0, 0, 255, -50, 26, 10)
(46664, 0, 0, 0, 255, -50, 26, 10)
(46714, 0, 0, 0, 255, -50, 26, 10)
(46764, 0, 0, 0, 255, -50, 26, 10)
(46814, 0, 0, 0, 255, -50, 26, 10)
(46864, 0, 0, 0, 255, -50, 26, 10)
(46914, 0, 0, 0, 255, -50, 26, 10)
(46964, 0, 0, 0, 255, -50, 26, 10)
(47014, 0, 0, 0, 255, -50, 26, 10)
(47064, 0, 0, 0, 255, -50, 26, 10)
(47114, 0, 0, 0, 255, -50, 26, 10)
(47164, 0, 0, 0, 255, -50, 26, 10)
(47214, 0, 0, 0, 255, -50, 26, 10)
(47264, 0, 0, 0, 255, -50, 26, 10)
(47314, 0, 0, 0, 255, -50, 26, 10)
(47364, 0, 0, 0, 255, -50, 26, 10)
(47414, 0, 0, 0, 255, -50, 26, 10)
(47464, 0, 0, 0, 255, -50, 26, 10)
(47514, 0, 0, 0, 255, -50, 26, 10)
(47564, 0, 0, 0, 255, -50, 26, 10)
(47614, 0, 0, 0, 255, -50, 26, 10)
(47664, 0, 0, 0, 255, -50, 26, 10)
(47714, 0, 0, 0, 255, -50, 26, 10)
(47764, 0, 0, 0, 255, -50, 26, 10)
(47814, 0, 0, 0, 255, -50, 26, 10)
(47864, 0, 0, 0, 255, -50, 26, 10)
(47914, 0, 0, 0, 255, -50, 26, 10)
(47964, 0, 0, 0, 255, -50, 26, 10)
(48014, 0, 0, 0, 255, -50, 26, 10)
(48064, 0, 0, 0, 255, -50, 26, 10)
(48114, 0, 0, 0, 255, -50, 26, 10)
(48164, 0, 0, 0, 255, -50, 26, 10)
(48214, 0, 0, 0, 255, -50, 26, 10)
(48264, 0, 0, 0, 255, -50, 26, 10)
(48314, 0, 0, 0, 255, -50, 26, 10)
(48364, 0, 0, 0, 255, -50, 26, 10)
(48414, 0, 0, 0, 255, -50, 26, 10)
(48464, 0, 0, 0, 255, -50, 26, 10)
(48514, 0, 0, 0, 255, -50, 26, 10)
(48564, 0, 0, 0, 255, -50, 26, 10)
(48614, 0, 0, 0, 255, -50, 26, 10)
(48664, 0, 0, 0, 255, -50, 26, 10)
(48714, 0, 0, 0, 255, -50, 26, 10)
(48764, 0, 0, 0, 255, -50, 26, 10)
(48814, 0, 0, 0, 255, -50, 26, 10)
(48864, 0, 0, 0, 255, -50, 26, 10)
(48914, 0, 0, 0, 255, -50, 26, 10)
(48964, 0, 0, 0, 255, -50, 26, 10)
(49014, 0, 0, 0, 255, -50, 26, 10)
(49064, 0, 0, 0, 255, -50, 26, 10)
(49114, 0, 0, 0, 255, -50, 26, 10)
(49164, 0, 0, 0, 255, -50, 26, 10)
(49214, 0, 0, 0, 255, -50, 26, 10)
(49264, 0, 0, 0, 255, -50, 26, 10)
(49314, 0, 0, 0, 255, -50, 26, 10)
(49364, 0, 0, 0, 255, -50, 26, 10)
(49414, 0, 0, 0, 255, -50, 26, 10)
(49464, 0, 0, 0, 255, -50, 26, 10)
(49514, 0, 0, 0, 255, -50, 26, 10)
(49564, 0, 0, 0, 255, -50, 26, 10)
(49614, 0, 0, 0, 255, -50, 26, 10)
(49664, 0, 0, 0, 255, -50, 26, 10)
(49714, 0, 0, 0, 255, -50, 26, 10)
(49764, 0, 0, 0, 255, -50, 26, 10)
(49814, 0, 0, 0, 255, -50, 26, 10)
(49864, 0, 0, 0, 255, -50, 26, 10)
(49914, 0, 0, 0, 255, -50, 26, 10)
(49964, 0, 0, 0, 255, -50, 26, 10)
(50014, 0, 0, 0, 255, -50, 26, 10)
(50064, 0, 0, 0, 255, -50, 26, 10)
(50114, 0, 0, 0, 255, -50, 26, 10)
(50164, 0, 0, 0, 255, -50, 26, 10)
(50214, 0, 0, 0, 255, -50, 26, 10)
(50264, 0, 0, 0, 255, -50, 26, 10)
(50314, 0, 0, 0, 255, -50, 26, 10)
(50364, 0, 0, 0, 255, -50, 26, 10)
(50414, 0, 0, 0, 255, -50, 26, 10)
(50464, 0, 0, 0, 255, -50, 26, 10)
(50514, 0, 0, 0, 255, -50, 26, 10)
(50564, 0, 0, 0, 255, -50, 26, 10)
(50614, 0, 0, 0, 255, -50, 26, 10)
(50664, 0, 0, 0, 255, -50, 26, 10)
(50714, 0, 0, 0, 255, -50, 26, 10)
(50764, 0, 0, 0, 255, -50, 26, 10)
(50814, 0, 0, 0, 255, -50, 26, 10)
(50864, 0, 0, 0, 255, -50, 26, 10)
(50914, 0, 0, 0, 255, -50, 26, 10)
(50964, 0, 0, 0, 255, -50, 26, 10)
(51014, 0, 0, 0, 255, -50, 26, 10)
(51064, 0, 0, 0, 255, -50, 26, 10)
(51114, 0, 0, 0, 255, -50, 26, 10)
(51164, 0, 0, 0, 255, -50, 26, 10)
(51214, 0, 0, 0, 255, -50, 26, 10)
(51264, 0, 0, 0, 255, -50, 26, 10)
(51314, 0, 0, 0, 255, -50, 26, 10)
(51364, 0, 0, 0, 255, -50, 26, 10)
(51414, 0, 0, 0, 255, -50, 26, 10)
(51464, 0, 0, 0, 255, -50, 26, 10)
(51514, 0, 0, 0, 255, -50, 26, 10)
(51564, 0, 0, 0, 255, -50, 26, 10)
(51614, 0, 0, 0, 255, -50, 26, 10)
(51664, 0, 0, 0, 255, -50, 26, 10)
(51714, 0, 0, 0, 255, -50, 26, 10)
(51764, 0, 0, 0, 255, -50, 26, 10)
(51814, 0, 0, 0, 255, -50, 26, 10)
(51864, 0, 0, 0, 255, -50, 26, 10)
(51914, 0, 0, 0, 255, -50, 26, 10)
(51964, 0, 0, 0, 255, -50, 26, 10)
(52014, 0, 0, 0, 255, -50, 26, 10)
(52064, 0, 0, 0, 255, -50, 26, 10)
(52114, 0, 0, 0, 255, -50, 26, 10)
(52164, 0, 0, 0, 255, -50, 26, 10)
(52214, 0, 0, 0, 255, -50, 26, 10)
(52264, 0, 0, 0, 255, -50, 26, 10)
(52314, 0, 0, 0, 255, -50, 26, 10)
(52364, 0, 0, 0, 255, -50, 26, 10)
(52414, 0, 0, 0, 255, -50, 26, 10)
(52464, 0, 0, 0, 255, -50, 26, 10)
(52514, 0, 0, 0, 255, -50, 26, 10)
(52564, 0, 0, 0, 255, -50, 26, 10)
(52614, 0, 0, 0, 255, -50, 26, 10)
(52664, 0, 0, 0, 255, -50, 26, 10)
(52714, 0, 0, 0, 255, -50, 26, 10)
(52764, 0, 0, 0, 255, -50, 26, 10)
(52814, 0, 0, 0, 255, -50, 26, 10)
(52864, 0, 0, 0, 255, -50, 26, 10)
(52914, 0, 0, 0, 255, -50, 26, 10)
(52964, 0, 0, 0, 255, -50, 26, 10)
(53014, 0, 0, 0, 255, -50, 26, 10)
(53064, 0, 0, 0, 255, -50, 26, 10)
(53114, 0, 0, 0, 255, -50, 26, 10)
(53164, 0, 0, 0, 255, -50, 26, 10)
(53214, 0, 0, 0, 255, -50, 26, 10)
(53264, 0, 0, 0, 255, -50, 26, 10)
(53314, 0, 0, 0, 255, -50, 26, 10)
(53364, 0, 0, 0, 255, -50, 26, 10)
(53414, 0, 0, 0, 255, -50, 26, 10)
(53464, 0, 0, 0, 255, -50, 26, 10)
(53514, 0, 0, 0, 255, -50, 26, 10)
(53564, 0, 0, 0, 255, -50, 26, 10)
(53614, 0, 0, 0, 255, -50, 26, 10)
(53664, 0, 0, 0, 255, -50, 26, 10)
(53714, 0, 0, 0, 255, -50, 26, 10)
(53764, 0, 0, 0, 255, -50, 26, 10)
(53814, 0, 0, 0, 255, -50, 26, 10)
(53864, 0, 0, 0, 255, -50, 26, 10)
(53914, 0, 0, 0, 255, -50, 26, 10)
(53964, 0, 0, 0, 255, -50, 26, 10)
(54014, 0, 0, 0, 255, -50, 26, 10)
(54064, 0, 0, 0, 255, -50, 26, 10)
(54114, 0, 0, 0, 255, -50, 26, 10)
(54164, 0, 0, 0, 255, -50, 26, 10)
(54214, 0, 0, 0, 255, -50, 26, 10)
(54264, 0, 0, 0, 255, -50, 26, 10)
(54314, 0, 0, 0, 255, -50, 26, 10)
(54364, 0, 0, 0, 255, -50, 26, 10)
(54414, 0, 0, 0, 255, -50, 26, 10)
(54464, 0, 0, 0, 255, -50, 26, 10)
(54514, 0, 0, 0, 255, -50, 26, 10)
(54564, 0, 0, 0, 255, -50, 26, 10)
(54614, 0, 0, 0, 255, -50, 26, 10)
(54664, 0, 0, 0, 255, -50, 26, 10)
(54714, 0, 0, 0, 255, -50, 26, 10)
(54764, 0, 0, 0, 255, -50, 26, 10)
(54814, 0, 0, 0, 255, -50, 26, 10)
(54864, 0, 0, 0, 255, -50, 26, 10)
(54914, 0, 0, 0, 255, -50, 26, 10)
(54964, 0, 0, 0, 255, -50, 26, 10)
(55014, 0, 0, 0, 255, -50, 26, 10)
(55064, 0, 0, 0, 255, -50, 26, 10)
(55114, 0, 0, 0, 255, -50, 26, 10)
(55164, 0, 0, 0, 255, -50, 26, 10)
(55214, 0, 0, 0, 255, -50, 26, 10)
(55264, 0, 0, 0, 255, -50, 26, 10)
(55314, 0, 0, 0, 255, -50, 26, 10)
(55364, 0, 0, 0, 255, -50, 26, 10)
(55414, 0, 0, 0, 255, -50, 26, 10)
(55464, 0, 0, 0, 255, -50, 26, 10)
(55514, 0, 0, 0, 255, -50, 26, 10)
(55564, 0, 0, 0, 255, -50, 26, 10)
(55614, 0, 0, 0, 255, -50, 26, 10)
(55664, 0, 0, 0, 255, -50, 26, 10)
(55714, 0, 0, 0, 255, -50, 26, 10)
(55764, 0, 0, 0, 255, -50, 26, 10)
(55814, 0, 0, 0, 255, -50, 26, 10)
(55864, 0, 0, 0, 255, -50, 26, 10)
(55914, 0, 0, 0, 255, -50, 26, 10)
(55964, 0, 0, 0, 255, -50, 26, 10)
(56014, 0, 0, 0, 255, -50, 26, 10)
(56064, 0, 0, 0, 255, -50, 26, 10)
(56114, 0, 0, 0, 255, -50, 26, 10)
(56164, 0, 0, 0, 255, -50, 26, 10)
(56214, 0, 0, 0, 255, -50, 26, 10)
(56264, 0, 0, 0, 255, -50, 26, 10)
(56314, 0, 0, 0, 255, -50, 26, 10)
(56364, 0, 0, 0, 255, -50, 26, 10)
(56414, 0, 0, 0, 255, -50, 26, 10)
(56464, 0, 0, 0, 255, -50, 26, 10)
(56514, 0, 0, 0, 255, -50, 26, 10)
(56564, 0, 0, 0, 255, -50, 26, 10)
(56614, 0, 0, 0, 255, -50, 26, 10)
(56664, 0, 0, 0, 255, -50, 26, 10)
(56714, 0, 0, 0, 255, -50, 26, 10)
(56764, 0, 0, 0, 255, -50, 26, 10)
(56814, 0, 0, 0, 255, -50, 26, 10)
(56864, 0, 0, 0, 255, -50, 26, 10)
(56914, 0, 0, 0, 255, -50, 26, 10)
(56964, 0, 0, 0, 255, -50, 26, 10)
(57014, 0, 0, 0, 170, -50, 26, 10)
(57064, 0, 0, 0, 170, -50, 26, 10)
(57114, 0, 0, 0, 170, -50, 26, 10)
(57164, 0, 0, 0, 170, -50, 26, 10)
(57214, 0, 0, 0, 171, -50, 26, 10)
(57264, 0, 0, 0, 170, -50, 26, 10)
(57314, 0, 0, 0, 172, -50, 26, 10)
(57364, 0, 0, 0, 255, -50, 26, 10)
(57414, 0, 0, 0, 255, -50, 26, 10)
(57464, 0, 0, 0, 66, -50, 26, 10)
(57514, 0, 0, 0, 67, -50, 26, 10)
(57564, 0, 0, 0, 255, -50, 26, 10)
(57614, 0, 0, 0, 172, -50, 26, 10)
(57664, 0, 0, 0, 255, -50, 26, 10)
(57714, 0, 0, 0, 255, -50, 26, 10)
(57764, 0, 0, 0, 23, -50, 26, 10)
(57814, 0, 0, 0, 24, -50, 26, 10)
(57864, 0, 0, 0, 255, -50, 26, 10)
(57914, 0, 0, 0, 255, -50, 26, 10)
(57964, 0, 0, 0, 255, -50, 26, 10)
(58014, 0, 0, 0, 255, -50, 26, 10)
(58064, 0, 0, 0, 255, -50, 26, 10)
(58114, 0, 0, 0, 255, -50, 26, 10)
(58164, 0, 0, 0, 255, -50, 26, 10)
(58214, 0, 0, 0, 23, -50, 26, 10)
(58264, 0, 0, 0, 23, -50, 26, 10)
(58314, 0, 0, 0, 23, -50, 26, 10)
(58364, 0, 0, 0, 23, -50, 26, 10)
(58414, 0, 0, 0, 26, -50, 26, 10)
(58464, 0, 0, 0, 24, -50, 26, 10)
(58514, 0, 0, 0, 24, -50, 26, 10)
(58564, 0, 0, 0, 23, -50, 26, 10)
(58614, 0, 0, 0, 23, -50, 26, 10)
(58664, 0, 0, 0, 23, -50, 26, 10)
(58714, 0, 0, 0, 23, -50, 26, 10)
(58764, 0, 0, 0, 23, -50, 26, 10)
(58814, 0, 0, 0, 23, -50, 26, 10)
(58864, 0, 0, 0, 23, -50, 26, 10)
(58914, 0, 0, 0, 23, -50, 26, 10)
(58964, 0, 0, 0, 23, -50, 26, 10)
(59014, 0, 0, 0, 23, -50, 26, 10)
(59064, 0, 0, 0, 23, -50, 26, 10)
(59114, 0, 0, 0, 23, -50, 26, 10)
(59164, 0, 0, 0, 23, -50, 26, 10)
(59214, 0, 0, 0, 23, -50, 26, 10)
(59264, 0, 0, 0, 23, -50, 26, 10)
(59314, 0, 0, 0, 23, -50, 26, 10)
(59364, 0, 0, 0, 23, -50, 26, 10)
(59414, 0, 0, 0, 23, -50, 26, 10)
(59464, 0, 0, 0, 23, -50, 26, 10)
(59514, 0, 0, 0, 23, -50, 26, 10)
(59564, 0, 0, 0, 23, -50, 26, 10)
(59614, 0, 0, 0, 23, -50, 26, 10)
(59664, 0, 0, 0, 23, -50, 26, 10)
(59714, 0, 0, 0, 23, -50, 26, 10)
(59764, 0, 0, 0, 23, -50, 26, 10)
(59814, 0, 0, 0, 23, -50, 26, 10)
(59864, 0, 0, 0, 25, -50, 26, 10)
(59914, 0, 0, 0, 27, -50, 26, 10)
(59964, 0, 0, 0, 24, -50, 26, 10)
(60014, 0, 0, 0, 255, -50, 26, 10)
(60064, 0, 0, 0, 255, -50, 26, 10)
(60114, 0, 0, 0, 65, -50, 26, 10)
(60164, 0, 0, 0, 65, -50, 26, 10)
